sample_id,scenario,eta,kappa,vbar,sigma_v,rho,kappa_q
14,persistent_factor,5.55013326592,5.87420380421,0.0193348722317,0.254712925224,-0.478193259385,1.63870140181
15,clean,3.31704218303,4.94407678148,0.0239598436989,0.269513261689,-0.350886783943,1.5001326541
15,low_iid,3.52366571179,4.7755870795,0.0219067527461,0.263630110436,-0.468682175246,1.50015463654
15,spatial_corr,3.56969949245,4.77326095083,0.0219572389686,0.235216150055,-0.468480977689,1.50014934724
15,persistent_factor,3.53312311322,4.60661735983,0.0223985529336,0.251228930779,-0.481687604395,1.51677987839
16,clean,5.3855182601,5.33239442692,0.0234035049213,0.332240898572,-0.274396234413,1.5001508691
16,low_iid,5.5489548535,4.9037495353,0.0228945836781,0.377974648441,-0.463551484866,1.50011726514
16,spatial_corr,5.61631166328,4.96286289469,0.0226248463546,0.384028339511,-0.42859099214,1.50012490582
16,persistent_factor,5.59690343641,4.94708404881,0.0226734130495,0.396385753733,-0.420136668459,1.50019514144
17,clean,3.99081923512,4.53261993483,0.0272307791828,0.341018642111,-0.629869512224,1.5515522063
17,low_iid,4.70475778567,5.0664568571,0.0226346186535,0.438473758522,-0.399535939383,1.57438794742
17,spatial_corr,4.69324165848,5.2458227283,0.0220411025112,0.41794576976,-0.472315912138,1.50012406122
17,persistent_factor,4.55526027171,5.07371731728,0.0224867602446,0.422074684882,-0.441051369979,1.50018385962
18,clean,2.23993866655,6.78085964628,0.024303717819,0.398216104322,-0.558600715754,1.79510679306
18,low_iid,2.50254944865,7.5600501133,0.0204879530446,0.513230415368,-0.552404554213,1.50601018215
18,spatial_corr,2.61731750614,8.16439145301,0.0195947126084,0.52620292168,-0.519924218994,1.50010818833
18,persistent_factor,2.48777427834,7.62440447093,0.020897484736,0.505718979373,-0.642555651903,1.50000759616
19,clean,5.36198045898,6.1309172053,0.0234753188977,0.355427334773,-0.60209073459,1.50001664922
19,low_iid,5.61584159367,5.94780036301,0.0209705603034,0.402088011491,-0.504539908722,1.50007333726
19,spatial_corr,5.5648421673,6.00919329689,0.0209778372029,0.38168560665,-0.500378253259,1.50181946452
19,persistent_factor,5.62226915157,6.36650868354,0.0210107746259,0.408853707504,-0.62131159528,1.66695436942
20,clean,6.27542639204,8.21072047487,0.020833368308,0.348572202692,-0.715423022301,1.50041015677
20,low_iid,7.32766761533,8.99995610659,0.0173386578458,0.501424120619,-0.430720060926,1.66525847322
20,spatial_corr,7.12498933308,8.99994992948,0.0178118359325,0.544624316297,-0.540363994498,1.63289321545
20,persistent_factor,6.93103966536,7.84752327999,0.0188044321895,0.509104772851,-0.541237708746,1.5000005079
21,clean,6.67978657171,7.41001899837,0.0208376904628,0.2968679166,-0.709142580645,1.5000173829
21,low_iid,7.15534061304,6.63276419208,0.0198811983073,0.273355631284,-0.78007522994,1.50813330296
21,spatial_corr,7.31317451013,6.00986628459,0.0198798124899,0.278684104348,-0.53085296593,1.51843547577
21,persistent_factor,7.37478588419,6.07825528344,0.0201610431106,0.257097569576,-0.495405861277,1.58647369988
22,clean,7.98644382975,8.99933689322,0.0191353997392,0.288081379323,-0.748074999611,1.58722528764
22,low_iid,7.99991516415,7.20074808853,0.0193383465949,0.231020994392,-0.754893045061,1.65573039433
22,spatial_corr,7.84987581814,6.83127618532,0.0197339259366,0.22780222343,-0.724764003733,1.5495932957
22,persistent_factor,7.74344753655,6.43280232,0.0202616827363,0.223140517319,-0.760010363259,1.50018263263
23,clean,5.58720480097,8.59772963259,0.022347690973,0.452143738932,-0.418800455676,1.95762412426
23,low_iid,6.60420572381,8.99997762441,0.0196515095486,0.515477298238,-0.523886041179,1.51811197105
23,spatial_corr,6.6415067527,8.99999554285,0.0195515139674,0.533973146966,-0.505735409398,1.50011107558
23,persistent_factor,6.57724241507,8.99995174931,0.0194954455942,0.534773397997,-0.514095924312,1.53520025989
24,clean,4.27604162917,7.13784796829,0.0213999046261,0.348352519964,-0.445395336613,2.07331529162
24,low_iid,5.08649968248,7.40089088175,0.0171330753559,0.422233203011,-0.201608175525,1.62203800758
24,spatial_corr,4.76849527694,6.81651805032,0.0178186555015,0.387786517776,-0.360818760439,1.53873934792
24,persistent_factor,4.69282433347,6.61767680113,0.0190243320131,0.313529025861,-0.671060337618,1.5018484379
25,clean,7.61790428267,8.17393289983,0.0217796797991,0.357688468608,-0.565227923599,1.50999808543
25,low_iid,7.99991516299,8.06741759451,0.0205425378479,0.473267460364,-0.567374118485,1.5379680697
25,spatial_corr,7.99991516299,8.14988162239,0.0202823546476,0.476328263771,-0.570382576724,1.53614374251
25,persistent_factor,7.99991516299,7.95741908799,0.020590911235,0.468895759488,-0.557480750739,1.53909756508
26,clean,3.80348534928,5.8274479528,0.0222204985954,0.293383687322,-0.550553557644,1.50010932703
26,low_iid,3.97661499812,5.94314078204,0.0192299399955,0.341242056415,-0.360262002753,1.50469534858
26,spatial_corr,3.9308833693,5.58237198772,0.0201429276407,0.319328559655,-0.572068488495,1.50019407801
26,persistent_factor,4.01505971105,5.56930330623,0.0202394112546,0.314094983504,-0.577915032123,1.52005283139
27,clean,6.02793078089,5.70182795315,0.02533572121,0.387608724842,-0.283321227992,2.12760611774
27,low_iid,7.20658096098,6.3302818336,0.0213264191809,0.462951837003,-0.324579003941,1.67352807455
27,spatial_corr,7.23554916417,6.31451426199,0.0212509042479,0.468761801661,-0.269973027443,1.68036589484
27,persistent_factor,7.14016411216,6.24331386924,0.0217318456539,0.468033519258,-0.336708494079,1.77413933075
28,clean,3.84594580246,7.64202817527,0.0211555416565,0.351763514604,-0.652214738316,1.50018086014
28,low_iid,4.32251141266,7.58341741775,0.0187116478812,0.471883545747,-0.410704827308,1.5001101288
28,spatial_corr,4.23404835826,7.7181249142,0.0193752688814,0.559276077645,-0.580239545727,1.55102189606
28,persistent_factor,4.17290785518,6.83929610273,0.0201160631361,0.457627340459,-0.516213856737,1.59083340623
29,clean,4.38160516517,5.11319351856,0.0271918319293,0.331087158207,-0.660518903137,1.50005442498
29,low_iid,4.60078734277,5.73349873865,0.024128401983,0.431384944276,-0.68087876614,1.50011907218
29,spatial_corr,4.52564074084,5.75352626212,0.0241081237936,0.414756383665,-0.685550950709,1.50011809678
29,persistent_factor,4.55131846011,5.97711414822,0.0238006789041,0.444620029425,-0.698541856842,1.50012087356
30,clean,7.72032243935,5.83344008528,0.0211608091969,0.200003291265,-0.774807506573,1.53396333951
30,low_iid,7.99991516299,5.96198754469,0.0192856942749,0.326800936452,-0.792534448109,1.50026464562
