point_id,maturity,variance,log_moneyness,fourier_price,high_resolution_cos_price,absolute_price_difference,fourier_runtime_seconds,integration_limit,absolute_tolerance,relative_tolerance,high_resolution_width,high_resolution_n_cos
lhs_07,0.5,1e-06,0.0,4.547659912061064,4.547659912063903,2.8386182293616002e-12,0.0017625829204916954,1500.0,2e-10,2e-10,5.0,8192
lhs_07,0.5,1e-06,0.15,0.4917268989075927,0.49172689889541554,1.2177148178693642e-11,0.0016329591162502766,1500.0,2e-10,2e-10,5.0,8192
lhs_07,0.5,0.01,-0.15,1.0754024020694715,1.0754024020804849,1.1013412404281553e-11,0.0014776252210140228,1500.0,2e-10,2e-10,5.0,8192
lhs_07,0.5,0.01,0.0,4.983991341725479,4.98399134172845,2.970956813896919e-12,0.0014447090215981007,1500.0,2e-10,2e-10,5.0,8192
lhs_07,0.5,0.01,0.15,0.6720241670134997,0.6720241670023733,1.1126322085885931e-11,0.0015252078883349895,1500.0,2e-10,2e-10,5.0,8192
lhs_07,0.5,0.15,-0.15,3.8401350287694953,3.8401350287747356,5.240252676230739e-12,0.0018508336506783962,1500.0,2e-10,2e-10,5.0,8192
lhs_07,0.5,0.15,0.0,9.334077311775275,9.334077311776658,1.3837819778927951e-12,0.00183383421972394,1500.0,2e-10,2e-10,5.0,8192
lhs_07,0.5,0.15,0.15,3.6706829916554895,3.670682991650369,5.120348589571222e-12,0.0016845413483679295,1500.0,2e-10,2e-10,5.0,8192
true_dgp,0.08333333333333333,1e-06,-0.15,4.6761860204469485e-05,4.6761874502365686e-05,1.4297896200332616e-11,0.0019220826216042042,1500.0,2e-10,2e-10,5.0,8192
true_dgp,0.08333333333333333,1e-06,0.0,0.8713128684026833,0.8713128684017031,9.802159084415507e-13,0.0014501246623694897,1500.0,2e-10,2e-10,5.0,8192
true_dgp,0.08333333333333333,1e-06,0.15,4.093975265101854e-09,4.078247047511399e-09,1.5728217590454968e-11,0.001986375078558922,1500.0,2e-10,2e-10,5.0,8192
true_dgp,0.08333333333333333,0.01,-0.15,0.0016930741181653275,0.0016930741336587118,1.5493384353248985e-11,0.002047582995146513,1500.0,2e-10,2e-10,5.0,8192
true_dgp,0.08333333333333333,0.01,0.0,1.3909141577203539,1.3909141577213118,9.57900425646585e-13,0.0018378328531980515,1500.0,2e-10,2e-10,5.0,8192
true_dgp,0.08333333333333333,0.01,0.15,5.080327555087077e-06,5.080309878148972e-06,1.7676938105251302e-11,0.0015414590016007423,1500.0,2e-10,2e-10,5.0,8192
true_dgp,0.08333333333333333,0.15,-0.15,0.4774021364521701,0.4774021364632013,1.1031175972675555e-11,0.0015242910012602806,1500.0,2e-10,2e-10,5.0,8192
true_dgp,0.08333333333333333,0.15,0.0,4.350658951653796,4.350658951655121,1.3251622021925868e-12,0.0015268330462276936,1500.0,2e-10,2e-10,5.0,8192
true_dgp,0.08333333333333333,0.15,0.15,0.3737588679556793,0.37375886794270113,1.2978174090960692e-11,0.0017419159412384033,1500.0,2e-10,2e-10,5.0,8192
true_dgp,0.25,1e-06,-0.15,0.09576050911695688,0.0957605091328908,1.5933920849420247e-11,0.002063416875898838,1500.0,2e-10,2e-10,5.0,8192
true_dgp,0.25,1e-06,0.0,2.4771656206477006,2.4771656206513826,3.681943638866869e-12,0.0018722079694271088,1500.0,2e-10,2e-10,5.0,8192
true_dgp,0.25,1e-06,0.15,0.009339277470558186,0.009339277454003122,1.6555064610845882e-11,0.001533083152025938,1500.0,2e-10,2e-10,5.0,8192
true_dgp,0.25,0.01,-0.15,0.20366043889096375,0.20366043890582297,1.4859224961583095e-11,0.0015219999477267265,1500.0,2e-10,2e-10,5.0,8192
true_dgp,0.25,0.01,0.0,3.0112641282751005,3.011264128278754,3.653521929436465e-12,0.0015192916616797447,1500.0,2e-10,2e-10,5.0,8192
true_dgp,0.25,0.01,0.15,0.03774898300925394,0.037748982994600805,1.4653132873743147e-11,0.0016709999181330204,1500.0,2e-10,2e-10,5.0,8192
true_dgp,0.25,0.15,-0.15,2.1632308971766037,2.163230897184537,7.933209644761519e-12,0.0017128325998783112,1500.0,2e-10,2e-10,5.0,8192
true_dgp,0.25,0.15,0.0,7.209695189547284,7.209695189549766,2.48245868306185e-12,0.0017123748548328876,1500.0,2e-10,2e-10,5.0,8192
true_dgp,0.25,0.15,0.15,1.9681265565048598,1.96812655649773,7.129852264142755e-12,0.0014913342893123627,1500.0,2e-10,2e-10,5.0,8192
true_dgp,0.5,1e-06,-0.15,0.8228928892613823,0.8228928892721434,1.0761169733086717e-11,0.0014556655660271645,1500.0,2e-10,2e-10,5.0,8192
true_dgp,0.5,1e-06,0.0,4.596655629491428,4.596655629493441,2.0126122990404838e-12,0.0014632088132202625,1500.0,2e-10,2e-10,5.0,8192
true_dgp,0.5,1e-06,0.15,0.3780296839109171,0.3780296838978589,1.3058221171036166e-11,0.0016485829837620258,1500.0,2e-10,2e-10,5.0,8192
true_dgp,0.5,0.01,-0.15,1.0662369373703768,1.0662369373807845,1.0407674722046067e-11,0.0018394170328974724,1500.0,2e-10,2e-10,5.0,8192
true_dgp,0.5,0.01,0.0,5.076406090727083,5.076406090729494,2.41051623106614e-12,0.001836082898080349,1500.0,2e-10,2e-10,5.0,8192
true_dgp,0.5,0.01,0.15,0.5686555610777558,0.5686555610660295,1.1726286608393366e-11,0.0015512499958276749,1500.0,2e-10,2e-10,5.0,8192
true_dgp,0.5,0.15,-0.15,4.048691250291753,4.048691250295878,4.1247005810873816e-12,0.0014480408281087875,1500.0,2e-10,2e-10,5.0,8192
true_dgp,0.5,0.15,0.0,9.661034379596327,9.661034379597229,9.023892744153272e-13,0.0014464170671999454,1500.0,2e-10,2e-10,5.0,8192
true_dgp,0.5,0.15,0.15,3.883300706358772,3.883300706353618,5.154099369519827e-12,0.0015702499076724052,1500.0,2e-10,2e-10,5.0,8192
moderate_high,0.08333333333333333,1e-06,-0.15,0.001963645174271278,0.0019636451913545017,1.708322372451221e-11,0.0020170831121504307,1500.0,2e-10,2e-10,5.0,8192
moderate_high,0.08333333333333333,1e-06,0.0,1.4766957536569805,1.4766957536609095,3.929079284148429e-12,0.0018209172412753105,1500.0,2e-10,2e-10,5.0,8192
moderate_high,0.08333333333333333,1e-06,0.15,7.80171969199714e-05,7.801718222302616e-05,1.4696945239587797e-11,0.0015714159235358238,1500.0,2e-10,2e-10,5.0,8192
moderate_high,0.08333333333333333,0.01,-0.15,0.008453910508720242,0.008453910526089459,1.736921717565565e-11,0.0016677910462021828,1500.0,2e-10,2e-10,5.0,8192
moderate_high,0.08333333333333333,0.01,0.0,1.8158626634675052,1.8158626634723574,4.852118706821784e-12,0.0014769588597118855,1500.0,2e-10,2e-10,5.0,8192
moderate_high,0.08333333333333333,0.01,0.15,0.0007860937473829499,0.0007860937326106223,1.4772327566921206e-11,0.00159866688773036,1500.0,2e-10,2e-10,5.0,8192
moderate_high,0.08333333333333333,0.15,-0.15,0.49927713591203826,0.499277135925249,1.3210765814619663e-11,0.0018193749710917473,1500.0,2e-10,2e-10,5.0,8192
moderate_high,0.08333333333333333,0.15,0.0,4.406101582191113,4.406101582195266,4.1531222905177856e-12,0.0018122498877346516,1500.0,2e-10,2e-10,5.0,8192
moderate_high,0.08333333333333333,0.15,0.15,0.4131926267476959,0.4131926267385675,9.128420241921731e-12,0.00162041699513793,1500.0,2e-10,2e-10,5.0,8192
moderate_high,0.25,1e-06,-0.15,0.4756101172081486,0.4756101172224714,1.432276519608422e-11,0.001526040956377983,1500.0,2e-10,2e-10,5.0,8192
moderate_high,0.25,1e-06,0.0,4.075837569983123,4.075837569987807,4.6842529854984605e-12,0.0015084999613463879,1500.0,2e-10,2e-10,5.0,8192
moderate_high,0.25,1e-06,0.15,0.28290055262582253,0.2829005526159264,9.896139463450027e-12,0.0016222498379647732,1500.0,2e-10,2e-10,5.0,8192
moderate_high,0.25,0.01,-0.15,0.598839510606993,0.5988395106210049,1.4011902749189176e-11,0.001833166927099228,1500.0,2e-10,2e-10,5.0,8192
moderate_high,0.25,0.01,0.0,4.38147439618336,4.381474396188348,4.988010005035903e-12,0.0018169158138334751,1500.0,2e-10,2e-10,5.0,8192
moderate_high,0.25,0.01,0.15,0.3864541906459081,0.38645419063682873,9.079348384233299e-12,0.0016743340529501438,1500.0,2e-10,2e-10,5.0,8192
moderate_high,0.25,0.15,-0.15,2.335125917960653,2.335125917969716,9.062972594620078e-12,0.0015992922708392143,1500.0,2e-10,2e-10,5.0,8192
moderate_high,0.25,0.15,0.0,7.503728007158718,7.503728007162597,3.879563337250147e-12,0.0015766671858727932,1500.0,2e-10,2e-10,5.0,8192
moderate_high,0.25,0.15,0.15,2.260185364460217,2.2601853644555474,4.6695980415734084e-12,0.0016372911632061005,1500.0,2e-10,2e-10,5.0,8192
moderate_high,0.5,1e-06,-0.15,2.265508365123978,2.2655083651324723,8.494538406011998e-12,0.0017129168845713139,1500.0,2e-10,2e-10,5.0,8192
moderate_high,0.5,1e-06,0.0,7.291408520567573,7.291408520570956,3.383071600637777e-12,0.0017006662674248219,1500.0,2e-10,2e-10,5.0,8192
moderate_high,0.5,1e-06,0.15,2.0687638896407554,2.0687638896350657,5.689670956599002e-12,0.0016292082145810127,1500.0,2e-10,2e-10,5.0,8192
moderate_high,0.5,0.01,-0.15,2.4362468863640885,2.4362468863727784,8.689937658346025e-12,0.0015937499701976776,1500.0,2e-10,2e-10,5.0,8192
moderate_high,0.5,0.01,0.0,7.541371374270488,7.541371374273947,3.4585667663122877e-12,0.001603875309228897,1500.0,2e-10,2e-10,5.0,8192
moderate_high,0.5,0.01,0.15,2.2560039662999514,2.2560039662949114,5.039968442588361e-12,0.0017224163748323917,1500.0,2e-10,2e-10,5.0,8192
moderate_high,0.5,0.15,-0.15,4.5877557077383955,4.587755707744147,5.751843445978011e-12,0.0017356248572468758,1500.0,2e-10,2e-10,5.0,8192
moderate_high,0.5,0.15,0.0,10.464200636395654,10.464200636398605,2.950528710243816e-12,0.0017079999670386314,1500.0,2e-10,2e-10,5.0,8192
moderate_high,0.5,0.15,0.15,4.733711260417209,4.733711260415689,1.5205614545266144e-12,0.0016488749533891678,1500.0,2e-10,2e-10,5.0,8192
