sample_id,scenario,mean_error,mae,rmse,median_absolute_error,q95_absolute_error,correlation
65,spatial_corr,-0.00302759984263,0.00332465856148,0.00393768038733,0.00297440115663,0.00772889987879,0.990761493313
65,persistent_factor,-0.00289677494206,0.00336838712634,0.00400124154559,0.00289525350461,0.00810270508395,0.989970111452
66,clean,-0.000337444256805,0.000640993221655,0.000925193443438,0.000441067443591,0.00214017500241,0.999999169787
66,low_iid,-0.00249026862225,0.00329331434151,0.00375876833734,0.00276137329461,0.0076954346124,0.993497132999
66,spatial_corr,-0.0024769688465,0.00340976693934,0.00388257217371,0.00289342730526,0.00784330668954,0.992986936836
66,persistent_factor,-0.00314608222464,0.00321746123155,0.00387538895719,0.00298970351405,0.00772415343015,0.993457315076
67,clean,-0.00263990697495,0.00263990697495,0.00287017823834,0.00246782422765,0.00451238470396,0.999994514465
67,low_iid,-0.00504606796035,0.00504606796035,0.00545485064858,0.00496707366761,0.00859860685087,0.994717766698
67,spatial_corr,-0.00532133434775,0.00532133434775,0.00571950715895,0.00510717058397,0.00903253932251,0.99423436385
67,persistent_factor,-0.00529214375557,0.00529214375557,0.00567052032381,0.00508263090789,0.00880789851812,0.994566621472
68,clean,-0.00163101865913,0.00164408023137,0.00188131382613,0.00148723445364,0.0034098629793,0.99996509533
68,low_iid,-0.00464238303532,0.00464449434255,0.00517229332592,0.00451993185061,0.00873873969396,0.990363716615
68,spatial_corr,-0.00468500790975,0.00469582599152,0.00521685979692,0.00455840727828,0.00870412063933,0.990403382546
68,persistent_factor,-0.00426628208202,0.00428583549403,0.00477339257321,0.0042070380604,0.00758801711829,0.991023986177
69,clean,0.00198398344426,0.00214226362276,0.00232301678327,0.00234588360352,0.00322735138765,0.999984322534
69,low_iid,0.000199455266747,0.00172139937741,0.00201538735637,0.00159561021279,0.00382342044567,0.992752641671
69,spatial_corr,-0.000231949568321,0.0017576483941,0.00207239974674,0.00170866798514,0.00373095953964,0.991814553144
69,persistent_factor,0.000443829101528,0.00203304031644,0.00253783036832,0.00168172286049,0.00521276344092,0.991411682076
70,clean,-0.000458053470408,0.00143352671714,0.00196736308923,0.000926436142923,0.00409072225801,0.997558006708
70,low_iid,-0.0030941002871,0.00315704707869,0.00364154601221,0.00300393995765,0.00653614802689,0.989651306238
70,spatial_corr,-0.00311463163546,0.00318778145736,0.00369717313725,0.00290514384759,0.00672787119487,0.988825731284
70,persistent_factor,-0.00235340474054,0.00258950650575,0.00303747707077,0.0027437318273,0.00521578494528,0.99039163028
71,clean,-0.00227750532696,0.00227750532696,0.00247414031088,0.00212665283525,0.00399091016379,0.999987479062
71,low_iid,-0.00412451270501,0.00412451270501,0.00473324815487,0.00392282309899,0.00865436885722,0.99361706326
71,spatial_corr,-0.00388375501463,0.00390956692118,0.00460579675077,0.00371405672633,0.00860974855214,0.993225831909
71,persistent_factor,-0.00408157442011,0.00408618551505,0.00474923342807,0.00387755283868,0.00870246222118,0.993136540853
72,clean,-0.000236641221571,0.000603739728429,0.000810632271675,0.000468909961083,0.00165248774252,0.99999352719
72,low_iid,-0.00216017051301,0.00290304544511,0.00358263988468,0.00209112548401,0.00695536552857,0.990555371239
72,spatial_corr,-0.00226243647671,0.00281156058041,0.00348224036504,0.00209880929205,0.00662232919526,0.990450006591
72,persistent_factor,-0.00220815971812,0.00292171777432,0.00362988205148,0.00212553627968,0.00736132559121,0.989999142678
73,clean,-0.000972837097151,0.00100491376606,0.00141573671755,0.000781680757017,0.00286485195904,0.999998875079
73,low_iid,-0.00260231750173,0.00315769716444,0.00353661677807,0.00292355438018,0.00564995559505,0.993046412686
